0.33500	-0.01871
0.79432	-0.02196
1.17045	-0.00280
1.63950	-0.01028
2.08974	-0.02063
2.51565	-0.01559
2.92718	-0.02187
3.42831	-0.02406
3.79244	-0.02248
4.26795	-0.01426
4.70603	-0.01285
5.14411	-0.00583
5.58218	-0.01122
6.02026	0.00035
6.45834	0.00034
6.89641	0.00169
7.33449	-0.00204
7.77256	-0.00292
8.21064	0.00205
8.64872	0.00577
9.08679	0.01548
9.52487	0.02704
9.96295	0.04901
10.42757	0.06651
10.81963	0.09193
11.27717	0.10191
11.71525	0.09271
12.15333	0.06851
12.59140	0.05633
13.02948	0.05689
13.45871	0.07077
13.91050	0.10489
14.33225	0.13609
14.73311	0.18351
15.12555	0.23900
15.46729	0.28857
15.76278	0.33695
16.21583	0.33989
16.59025	0.30843
16.91600	0.25227
17.21554	0.19829
17.65362	0.18302
18.12820	0.20289
18.51832	0.23426
18.88547	0.29723
19.21122	0.36255
19.46787	0.42824
19.69311	0.47992
19.90595	0.54102
20.08251	0.59473
20.25774	0.66134
20.42202	0.71529
20.64901	0.77921
20.62280	0.71265
20.99008	0.80285
21.33046	0.76229
21.58133	0.69873
21.80491	0.63399
21.99455	0.56442
22.18040	0.51122
22.51364	0.46418
22.98841	0.46008
23.38268	0.50457
23.51086	0.54988
23.69420	0.60089
23.88403	0.65532
23.96922	0.70595
24.12254	0.75314
24.29372	0.81972
24.46002	0.89584
24.57630	0.96043
24.65675	1.02199
24.79426	1.07799
24.91064	1.13651
25.04142	1.19700
25.08005	1.25426
25.17663	1.30588
25.30446	1.36300
25.37210	1.42040
25.52129	1.47110
25.65846	1.53592
25.86848	1.59136
26.20219	1.58719
26.32753	1.53719
26.48004	1.49343
26.60376	1.44276
26.68015	1.38627
26.79481	1.33328
26.96030	1.27212
27.01006	1.21209
27.16149	1.15972
27.38864	1.15048
