t,x,y,vx,vy,V
105.935,6.17913,9.01968,0.597806,4.95733,4.99324
105.935,17.0769,1.74348,-3.91503,5.60202,6.83448
105.935,18.6041,15.6097,4.35289,-19.0866,19.5767
105.935,14.096,3.6409,-2.66131,5.86748,6.44282
105.935,12.856,17.0944,4.5672,11.1456,12.0451
105.935,12.3181,13.573,7.88243,8.70021,11.7399
105.935,12.3973,1.43408,-11.5583,-7.57956,13.8218
105.935,8.37042,13.8594,0.408229,-7.47538,7.48652
105.935,4.20478,10.8854,4.39529,9.77116,10.7142
105.935,14.8156,8.92184,1.87011,-7.24878,7.48613
105.935,18.4737,17.8057,-2.87346,2.13794,3.58156
105.935,6.6484,1.70353,-7.42895,-8.61948,11.3791
105.935,2.46904,4.88805,-3.45056,-0.569987,3.49732
105.935,6.8121,11.1447,0.222208,6.18597,6.18996
105.935,3.13293,12.9849,-0.226736,-0.474374,0.525775
105.935,12.6252,9.38914,13.2706,0.148222,13.2715
105.935,14.3564,15.1856,-11.0179,7.96651,13.5963
105.935,2.50848,15.6375,5.3098,4.05354,6.68021
106.235,10.4721,4.48535,-7.33073,-10.8612,13.1037
106.235,18.5841,13.0193,2.19978,0.704962,2.30998
106.235,9.62194,9.78475,15.5189,7.9871,17.4536
106.235,1.64975,9.60528,13.4504,-3.36104,13.8639
106.235,11.8062,7.15291,4.70072,3.95982,6.1463
106.235,2.75356,2.31958,6.54322,-4.41989,7.89615
106.235,10.0072,2.03202,0.0708591,-1.8027,1.80409
106.235,6.11729,8.61132,0.935089,6.08206,6.15352
106.235,17.344,1.36141,-3.91503,5.60202,6.83448
106.235,18.3733,15.5202,3.32198,2.67253,4.26356
106.235,14.5555,3.58598,-12.73,-6.63601,14.3558
106.235,12.5445,16.3342,4.5672,11.1456,12.0451
106.235,11.7805,12.9797,7.88243,8.70021,11.7399
106.235,12.9076,1.60577,-1.48958,4.92393,5.14431
106.235,8.34258,14.3693,0.408229,-7.47538,7.48652
106.235,3.98387,10.2735,2.7707,8.65095,9.08382
106.235,14.6881,9.41623,1.87011,-7.24878,7.48613
106.235,18.6035,18.9799,-1.84365,5.92043,6.20085
106.235,7.15507,2.2914,-7.42895,-8.61948,11.3791
106.235,2.70438,4.92692,-3.45056,-0.569987,3.49732
106.235,6.81801,10.793,-0.115074,5.06124,5.06255
106.235,3.14839,13.0173,-0.226736,-0.474374,0.525775
106.235,12.1073,9.37695,-4.64213,-10.1427,11.1546
106.235,15.1079,14.6422,-11.0179,7.96651,13.5963
106.235,2.14633,15.361,5.3098,4.05354,6.68021
106.536,10.8285,4.85999,-0.701786,6.07447,6.11487
106.536,18.4341,12.9712,2.19978,0.704962,2.30998
106.536,8.59603,9.2186,6.78932,13.8049,15.3841
106.536,1.28453,9.83451,-13.4504,-3.36101,13.8639
106.536,11.6291,7.24896,-1.92822,-12.9759,13.1183
106.536,2.3073,2.62103,6.54322,-4.41989,7.89615
106.536,10.0024,2.15497,0.0708591,-1.8027,1.80409
106.536,6.05352,8.1965,0.935089,6.08206,6.15352
106.536,17.611,1.14072,-3.91546,-5.60172,6.83448
106.536,18.1468,15.3379,3.32198,2.67253,4.26356
106.536,15.4237,4.03858,-12.73,-6.63601,14.3558
106.536,12.233,15.574,4.5672,11.1456,12.0451
106.536,11.2429,12.3863,7.88243,8.70021,11.7399
106.536,13.0092,1.26994,-1.48958,4.92393,5.14431
106.536,8.31473,14.8791,0.408229,-7.47538,7.48652
106.536,3.7949,9.68352,2.7707,8.65095,9.08382
106.536,14.5978,9.90826,-4.40834,-6.84227,8.13941
106.536,18.7293,17.6665,-1.84424,19.621,19.7075
106.536,7.66175,2.87927,-7.42895,-8.61948,11.3791
106.536,2.93971,4.9658,-3.45056,-0.569987,3.49732
106.536,6.79334,10.4692,8.61448,-0.756556,8.64764
106.536,3.16386,13.0496,-0.226736,-0.474374,0.525775
106.536,12.3866,10.0711,1.63632,-10.5493,10.6754
106.536,15.8593,14.0989,-11.0179,7.96651,13.5963
106.536,1.78419,15.0846,5.3098,4.05354,6.68021
106.836,10.8764,4.4457,-0.701786,6.07447,6.11487
106.836,18.3623,12.4845,0.0589794,12.6914,12.6915
106.836,8.18149,8.24315,6.07022,14.3077,15.5421
106.836,1.64854,10.1841,-0.472175,-6.19575,6.21372
106.836,11.7606,8.13395,-1.92822,-12.9759,13.1183
106.836,1.86103,2.92248,6.54322,-4.41989,7.89615
106.836,10.0136,2.26824,-2.36123,-0.321434,2.38301
106.836,5.99092,7.78093,-0.358144,6.92262,6.93187
106.836,17.878,1.52278,-3.91546,-5.60172,6.83448
106.836,18.0079,15.0379,1.95668,7.64187,7.8884
106.836,16.2919,4.49117,-12.73,-6.63601,14.3558
106.836,11.9215,14.8139,4.5672,11.1456,12.0451
106.836,10.4603,12.099,14.841,0.0251366,14.841
106.836,13.1108,1.19617,-1.48973,-4.92388,5.14431
106.836,8.28689,15.389,0.408229,-7.47538,7.48652
106.836,4.1581,8.97386,-8.91426,10.6451,13.8846
106.836,14.8998,10.3748,-4.42824,-6.84079,8.14897
106.836,18.8721,17.2256,2.42571,-7.00476,7.41287
106.836,8.15233,3.47682,-4.99685,-10.1007,11.2691
106.836,3.17505,5.00467,-3.45056,-0.569987,3.49732
106.836,6.1573,10.5547,9.33358,-1.25933,9.41815
106.836,3.17932,13.082,-0.226736,-0.474374,0.525775
106.836,12.5186,10.4846,-5.30231,-1.87567,5.62429
106.836,16.1253,13.2147,2.73465,17.636,17.8468
106.836,1.42205,14.8081,5.3098,4.05354,6.68021
107.136,11.0309,4.29355,-3.16954,0.00965367,3.16956
107.136,18.3583,11.6189,0.0589794,12.6914,12.6915
107.136,8.66549,7.45241,-8.91051,11.219,14.327
107.136,1.68074,10.6067,-0.472175,-6.19575,6.21372
107.136,11.7677,8.73431,1.60731,-4.901,5.15784
107.136,1.41477,3.22393,6.54322,-4.41989,7.89615
107.136,10.0686,2.02762,0.0975562,5.74922,5.75004
107.136,5.73665,6.71797,5.0411,16.2894,17.0516
107.136,18.1451,1.90483,-3.91546,-5.60172,6.83448
107.136,17.8745,14.5167,1.95668,7.64187,7.8884
107.136,17.1602,4.94377,-12.73,-6.63601,14.3558
107.136,11.6101,14.0537,4.5672,11.1456,12.0451
107.136,9.44812,12.0973,14.841,0.0251366,14.841
107.136,13.2124,1.532,-1.48973,-4.92388,5.14431
107.136,8.25905,15.8988,0.408229,-7.47538,7.48652
107.136,4.14676,8.65356,0.667218,4.36701,4.41769
107.136,15.078,10.1754,-5.29274,17.1523,17.9503
107.136,18.7067,17.7033,2.42571,-7.00476,7.41287
107.136,8.49252,4.16612,-4.98789,-10.1066,11.2704
107.136,3.41039,5.04355,-3.45056,-0.569987,3.49732
107.136,5.52072,10.6406,9.33358,-1.25933,9.41815
107.136,3.19479,13.1143,-0.226736,-0.474374,0.525775
107.136,12.8061,10.9224,3.30565,-11.5389,12.0031
107.136,16.2612,12.6526,-8.54435,-4.76865,9.78498
107.136,1.078,14.5316,-0.471043,4.0534,4.08068
107.436,11.2471,4.29289,-3.16954,0.00965367,3.16956
107.436,18.3543,10.7533,0.0589794,12.6914,12.6915
107.436,9.31636,6.91574,-12.6882,-8.64192,15.3516
107.436,1.71295,11.0293,-0.472175,-6.19575,6.21372
107.436,11.6581,9.06857,1.60731,-4.901,5.15784
107.436,1.13816,3.52537,-6.5435,-4.41946,7.89615
107.436,10.062,1.63551,0.0975562,5.74922,5.75004
107.436,5.69444,5.74805,-8.39156,10.0252,13.0737
107.436,18.4121,2.28688,-3.91546,-5.60172,6.83448
107.436,18.2493,14.5807,-8.70286,-4.63098,9.85828
107.436,18.0284,5.39636,-12.73,-6.63601,14.3558
107.436,11.245,13.3658,14.9959,-2.77277,15.2501
107.436,8.43592,12.0956,14.841,0.0251366,14.841
107.436,13.314,1.86782,-1.48973,-4.92388,5.14431
107.436,8.23121,16.4086,0.408229,-7.47538,7.48652
107.436,4.10126,8.35572,0.667218,4.36701,4.41769
107.436,15.439,9.00552,-5.29274,17.1523,17.9503
107.436,18.5412,18.1811,2.42571,-7.00476,7.41287
107.436,8.78955,4.62692,-1.2102,9.75433,9.82912
107.436,3.34413,4.94136,9.9821,5.69426,11.492
107.436,4.88415,10.7265,9.33358,-1.25933,9.41815
107.436,3.276,13.1052,-5.90734,3.10536,6.67383
107.436,12.6342,11.6371,-7.12304,2.37949,7.50997
107.436,16.3356,12.3926,2.11519,7.5042,7.7966
107.436,1.36103,14.2967,0.370623,0.473564,0.601352
107.736,11.4632,4.29223,-3.16954,0.00965367,3.16956
107.736,18.3502,9.88774,0.0589794,12.6914,12.6915
107.736,10.1817,7.50514,-12.6882,-8.64192,15.3516
107.736,1.74515,11.4518,-0.472175,-6.19575,6.21372
107.736,11.5485,9.40283,1.60731,-4.901,5.15784
107.736,1.16541,3.38157,-9.70174,6.1262,11.4741
107.736,10.0553,1.2434,0.0975562,5.74922,5.75004
107.736,6.26676,5.0643,-8.39156,10.0252,13.0737
107.736,18.6792,2.66893,-3.91546,-5.60172,6.83448
107.736,18.8429,14.8965,-8.70286,-4.63098,9.85828
107.736,18.8966,5.84895,-12.7013,-6.63601,14.3304
107.736,10.222,13.5552,14.9993,-2.777,15.2542
107.736,7.42373,12.0939,14.841,0.0251366,14.841
107.736,13.4156,2.20364,-1.48973,-4.92388,5.14431
107.736,8.20336,16.9185,0.408229,-7.47538,7.48652
107.736,4.05575,8.05788,0.667218,4.36701,4.41769
107.736,15.8,7.83569,-5.29274,17.1523,17.9503
107.736,18.3758,18.6588,2.42571,-7.00476,7.41287
107.736,8.87209,3.96165,-1.2102,9.75433,9.82912
107.736,3.34925,4.99821,-6.26354,-4.85077,7.92224
107.736,4.25196,10.7977,7.69901,4.35892,8.84731
107.736,3.6745,12.9082,-4.27278,-2.51289,4.95694
107.736,13.1202,11.4745,-7.12644,2.38372,7.51453
107.736,16.1914,11.8808,2.11519,7.5042,7.7966
107.736,1.33575,14.2644,0.370623,0.473564,0.601352
108.036,11.6794,4.29157,-3.16954,0.00965367,3.16956
108.036,18.3462,9.02215,0.0589794,12.6914,12.6915
108.036,10.7562,7.62337,-7.07692,0.455445,7.09156
108.036,1.77735,11.8744,-0.472175,-6.19575,6.21372
108.036,11.7219,10.2034,-0.880908,-12.0843,12.1163
108.036,1.8271,2.96375,-9.70174,6.1262,11.4741
108.036,10.0487,1.26693,0.0975532,-5.74922,5.75004
108.036,6.83909,4.38056,-8.39156,10.0252,13.0737
108.036,18.907,3.05099,3.0312,-5.60148,6.36905
108.036,18.4864,15.2124,8.70263,-4.63141,9.85828
108.036,18.2424,6.29466,-2.46034,-3.60705,4.36625
108.036,9.19904,13.7446,14.9993,-2.777,15.2542
108.036,6.41154,12.0921,14.841,0.0251366,14.841
108.036,13.5172,2.53946,-1.48973,-4.92388,5.14431
108.036,8.17552,17.4283,0.408229,-7.47538,7.48652
108.036,4.01024,7.76003,0.667218,4.36701,4.41769
108.036,16.128,6.67271,9.89785,14.1238,17.2467
108.036,18.2104,18.7634,2.42513,7.00496,7.41287
108.036,8.95463,3.29638,-1.2102,9.75433,9.82912
108.036,3.77644,5.32905,-6.26354,-4.85077,7.92224
108.036,3.76946,10.3392,7.06119,6.77384,9.78495
108.036,3.92333,13.2407,-3.63496,-4.92781,6.12342
108.036,13.6141,11.3168,-10.2495,0.469616,10.2602
108.036,16.0471,11.369,2.11519,7.5042,7.7966
108.036,1.31047,14.2321,0.370623,0.473564,0.601352
108.336,11.8956,4.29091,-3.16954,0.00965367,3.16956
108.336,18.2961,8.55881,1.67195,-1.27224,2.10096
108.336,11.2388,7.5923,-7.07692,0.455445,7.09156
108.336,1.8568,12.0948,-1.90776,-0.0594638,1.90869
108.336,11.6282,10.9504,3.92856,-10.293,11.0173
108.336,2.48879,2.54592,-9.70174,6.1262,11.4741
108.336,10.4816,1.0858,-13.2502,0.0415819,13.2503
108.336,6.64547,4.08533,7.95726,1.73663,8.14456
108.336,18.6412,3.43302,3.91585,-5.60145,6.83448
108.336,17.8928,15.5283,8.70263,-4.63141,9.85828
108.336,18.896,6.06473,-10.6082,11.456,15.6133
108.336,8.17605,13.934,14.9993,-2.777,15.2542
108.336,5.60234,11.924,6.25142,7.0908,9.45303
108.336,13.6188,2.87529,-1.48973,-4.92388,5.14431
108.336,8.14768,17.9382,0.408229,-7.47538,7.48652
108.336,3.97409,7.81658,-1.10596,0.110171,1.11143
108.336,15.0133,5.78311,16.4608,13.0245,20.9903
108.336,18.045,18.2856,2.42513,7.00496,7.41287
108.336,9.36356,2.99877,-4.21127,-5.11076,6.62229
108.336,4.19787,5.2942,-6.12071,4.47102,7.57979
108.336,3.28428,9.88852,8.69154,1.70889,8.85794
108.336,3.96825,13.7433,4.95457,-11.9935,12.9766
108.336,13.8194,11.3963,-1.37008,-2.05271,2.46794
108.336,16.5504,10.8229,-11.5737,8.23529,14.2046
108.336,1.23795,14.4019,1.80621,-5.66272,5.9438
108.636,11.9013,4.45061,4.77933,-1.12087,4.90901
108.636,18.3505,8.37357,-6.24519,11.5304,13.1131
108.636,11.7215,7.56124,-7.07692,0.455445,7.09156
108.636,1.98435,12.1069,-0.940946,-3.15369,3.29107
108.636,11.3602,11.6524,3.92856,-10.293,11.0173
108.636,3.15047,2.1281,-9.70174,6.1262,11.4741
108.636,11.3862,1.33191,-13.2639,-3.78871,13.7944
108.636,6.39838,3.79217,-3.66907,8.61498,9.36376
108.636,18.3087,3.14932,5.63754,11.9468,13.2101
108.636,17.2722,15.7307,11.0059,4.94012,12.0638
108.636,18.3921,5.94911,8.9141,-6.09184,10.7968
108.636,7.15306,14.1234,14.9993,-2.777,15.2542
108.636,5.17598,11.4404,6.25142,7.0908,9.45303
108.636,13.877,2.74943,-2.15176,15.8787,16.0239
108.636,8.11984,18.448,0.408229,-7.47538,7.48652
108.636,4.13045,7.57209,-2.32425,3.67617,4.3493
108.636,13.9446,5.19613,9.17396,-6.64765,11.3293
108.636,17.9066,17.9213,0.121875,-2.56657,2.56946
108.636,9.64986,3.34892,-4.19764,-5.13405,6.63164
108.636,4.3197,5.16398,5.50563,-2.40733,6.00892
108.636,2.61313,10.0009,8.94302,1.23711,9.02818
108.636,3.63033,14.5613,4.95457,-11.9935,12.9766
108.636,13.9129,11.5363,-1.37008,-2.05271,2.46794
108.636,17.1713,10.5332,-3.65655,-4.56737,5.85075
108.636,1.11476,14.7881,1.80621,-5.66272,5.9438
108.936,11.8143,4.70375,-3.65395,-6.2159,7.21032
108.936,18.8594,8.3979,-7.88179,-4.36223,9.00842
108.936,12.2042,7.53018,-7.07692,0.455445,7.09156
108.936,2.01325,12.444,-0.409838,-4.9914,5.00819
108.936,11.0923,12.3544,3.92856,-10.293,11.0173
108.936,3.81216,1.71028,-9.70174,6.1262,11.4741
108.936,11.8596,1.45883,2.37758,0.960081,2.56411
108.936,6.64862,3.2046,-3.66907,8.61498,9.36376
108.936,17.9242,2.33452,5.63754,11.9468,13.2101
108.936,16.5216,15.3938,11.0059,4.94012,12.0638
108.936,17.7012,5.55385,10.5507,9.80082,14.4005
108.936,6.13007,14.3128,14.9993,-2.777,15.2542
108.936,4.74961,10.9567,6.25142,7.0908,9.45303
108.936,14.455,1.79794,-17.7932,11.13,20.9875
108.936,8.09199,18.9322,0.40831,1.02222,1.10075
108.936,4.29716,7.49686,-2.59481,-2.02277,3.29008
108.936,13.7536,5.81135,2.59243,-9.09843,9.46056
108.936,17.8983,18.0963,0.121875,-2.56657,2.56946
108.936,9.26246,3.36056,10.8172,2.41176,11.0828
108.936,3.93601,5.15268,5.77618,3.29161,6.64823
108.936,2.03847,9.79449,8.41191,3.07482,8.95627
108.936,3.35999,15.3834,-1.38124,-12.3933,12.47
108.936,14.0063,11.6763,-1.37008,-2.05271,2.46794
108.936,17.4207,10.8447,-3.65655,-4.56737,5.85075
108.936,1.12175,15.1702,4.52988,-5.26302,6.944
109.236,11.8941,5.0259,-0.763887,-4.47855,4.54323
109.236,18.5147,8.69541,7.88186,-4.36211,9.00842
109.236,12.2,8.03873,1.6673,-9.23551,9.38481
109.236,2.0412,12.7845,-0.409838,-4.9914,5.00819
109.236,10.8244,13.0564,3.92856,-10.293,11.0173
109.236,4.47384,1.29245,-9.70174,6.1262,11.4741
109.236,11.6974,1.39335,2.37758,0.960081,2.56411
109.236,6.46126,2.54068,9.33254,10.8913,14.3428
109.236,17.7065,1.5592,-16.7881,6.61255,18.0434
109.236,15.771,15.0569,11.0059,4.94012,12.0638
109.236,16.9816,4.88541,10.5507,9.80082,14.4005
109.236,5.10707,14.5022,14.9993,-2.777,15.2542
109.236,4.32325,10.4731,6.25142,7.0908,9.45303
109.236,15.5018,1.03003,4.63202,2.24259,5.14634
109.236,8.06414,18.4384,0.408372,7.47537,7.48652
109.236,4.47413,7.63482,-2.59481,-2.02277,3.29008
109.236,14.233,5.99406,-9.04184,-1.14482,9.11403
109.236,17.89,18.2714,0.121875,-2.56657,2.56946
109.236,8.96229,3.27242,-2.18446,0.135416,2.18865
109.236,3.54206,4.92818,5.77618,3.29161,6.64823
109.236,1.46475,9.58478,8.41191,3.07482,8.95627
109.236,3.4542,16.2286,-1.38124,-12.3933,12.47
109.236,14.0998,11.8163,-1.37008,-2.05271,2.46794
109.236,17.6701,11.1562,-3.65655,-4.56737,5.85075
109.236,1.32332,15.5292,-4.52961,-5.26326,6.944
109.537,11.9462,5.33135,-0.763887,-4.47855,4.54323
109.537,17.9772,8.99292,7.88186,-4.36211,9.00842
109.537,12.0863,8.66862,1.6673,-9.23551,9.38481
109.537,2.06915,13.1249,-0.409838,-4.9914,5.00819
109.537,10.5564,13.7584,3.92856,-10.293,11.0173
109.537,4.27959,1.68567,5.55799,-16.4637,17.3765
109.537,11.5353,1.32787,2.37758,0.960081,2.56411
109.537,6.68066,2.37743,-5.92628,0.553533,5.95208
109.537,18.8515,1.1082,-16.7881,6.60843,18.0419
109.537,15.0203,14.72,11.0059,4.94012,12.0638
109.537,16.262,4.21697,10.5507,9.80082,14.4005
109.537,4.08408,14.6916,14.9993,-2.777,15.2542
109.537,3.89688,9.98952,6.25142,7.0908,9.45303
109.537,15.1859,2.0984,4.63151,-16.3696,17.0122
109.537,8.03629,17.9286,0.408372,7.47537,7.48652
109.537,4.6511,7.77278,-2.59481,-2.02277,3.29008
109.537,14.8497,6.07214,-9.04184,-1.14482,9.11403
109.537,17.8817,18.4464,0.121875,-2.56657,2.56946
109.537,9.11128,3.26318,-2.18446,0.135416,2.18865
109.537,3.14811,4.70368,5.77618,3.29161,6.64823
109.537,1.19016,9.37507,-8.4119,3.07487,8.95627
109.537,3.5484,17.0739,-1.38124,-12.3933,12.47
109.537,14.1932,11.9563,-1.37008,-2.05271,2.46794
109.537,17.9194,11.4678,-3.65655,-4.56737,5.85075
109.537,1.63225,15.8881,-4.52961,-5.26326,6.944
109.837,11.9983,5.6368,-0.763887,-4.47855,4.54323
109.837,17.4396,9.29043,7.88186,-4.36211,9.00842
109.837,11.9726,9.29851,1.6673,-9.23551,9.38481
109.837,1.76014,13.1378,8.60522,3.77996,9.39882
109.837,10.2885,14.4605,3.92856,-10.293,11.0173
109.837,3.95684,2.71945,-3.3313,-2.51064,4.17143
109.837,11.3731,1.26239,2.37758,0.960081,2.56411
109.837,7.08485,2.33968,-5.92628,0.553533,5.95208
109.837,18.0268,1.44825,16.7883,-6.61197,18.0434
109.837,14.2697,14.383,11.0059,4.94012,12.0638
109.837,16.5724,4.31402,-8.96227,-1.09667,9.02911
109.837,3.69519,15.0028,-4.07167,-4.58349,6.13082
109.837,3.82005,9.73547,-7.67267,-0.0806221,7.6731
109.837,14.1578,1.92409,17.0871,6.19229,18.1746
109.837,8.00844,17.4187,0.408372,7.47537,7.48652
109.837,4.8973,7.77915,-4.43016,1.45689,4.66356
109.837,15.1486,6.67549,-1.9845,-12.8093,12.9621
109.837,17.8734,18.6215,0.121875,-2.56657,2.56946
109.837,9.26026,3.25395,-2.18446,0.135416,2.18865
109.837,2.69784,4.56828,14.6655,-10.6614,18.1312
109.837,1.34513,9.06738,7.34755,6.76664,9.98869
109.837,3.6426,17.9191,-1.38124,-12.3933,12.47
109.837,14.2867,12.0963,-1.37008,-2.05271,2.46794
109.837,18.1688,11.7793,-3.65655,-4.56737,5.85075
109.837,1.64405,16.4529,5.5263,-12.2281,13.4189
110.137,12.0504,5.94225,-0.763887,-4.47855,4.54323
110.137,16.902,9.58794,7.88186,-4.36211,9.00842
110.137,11.8589,9.9284,1.6673,-9.23551,9.38481
110.137,1.17324,12.88,8.60522,3.77996,9.39882
110.137,10.0205,15.1625,3.92856,-10.293,11.0173
110.137,4.18404,2.89068,-3.3313,-2.51064,4.17143
110.137,10.8886,1.13278,17.5286,3.97114,17.9728
110.137,7.43597,2.277,-3.02304,1.91874,3.58056
110.137,16.8818,1.89921,16.7883,-6.61197,18.0434
110.137,13.4895,14.34,11.5821,-0.73839,11.6056
110.137,17.1837,4.38882,-8.96227,-1.09667,9.02911
110.137,3.97289,15.3154,-4.07167,-4.58349,6.13082
110.137,4.34334,9.74097,-7.67267,-0.0806221,7.6731
110.137,13.3147,1.56589,1.93616,3.18122,3.7241
110.137,7.98059,16.9089,0.408372,7.47537,7.48652
110.137,5.19945,7.67979,-4.43016,1.45689,4.66356
110.137,15.2839,7.54911,-1.9845,-12.8093,12.9621
110.137,17.8651,18.7965,0.121875,-2.56657,2.56946
110.137,9.46232,3.26964,-5.0877,-1.22979,5.23422
110.137,1.69761,5.29542,14.6655,-10.6614,18.1312
110.137,1.25165,8.60587,-7.34747,6.76673,9.98869
110.137,3.73681,18.7644,-1.38124,-12.3933,12.47
110.137,14.4097,11.9424,-1.94631,3.6258,4.11516
110.137,18.4182,12.0908,-3.65655,-4.56737,5.85075
110.137,1.26714,17.2869,5.5263,-12.2281,13.4189
110.437,12.1025,6.2477,-0.763887,-4.47855,4.54323
110.437,16.6056,10.2163,0.440817,-14.5761,14.5828
110.437,11.7451,10.5583,1.6673,-9.23551,9.38481
110.437,1.49224,12.6222,-8.60532,3.77972,9.39882
110.437,10.0299,15.7147,-6.21736,-4.83009,7.87308
110.437,4.41125,3.06191,-3.3313,-2.51064,4.17143
110.437,9.7253,1.12045,16.1807,2.92618,16.4432
110.437,7.64215,2.14614,-3.02304,1.91874,3.58056
110.437,15.7368,2.35016,16.7883,-6.61197,18.0434
110.437,12.6995,14.3903,11.5821,-0.73839,11.6056
110.437,17.7949,4.46361,-8.96227,-1.09667,9.02911
110.437,4.25059,15.628,-4.07167,-4.58349,6.13082
110.437,4.86664,9.74647,-7.67267,-0.0806221,7.6731
110.437,13.1826,1.34892,1.93616,3.18122,3.7241
110.437,7.67543,16.5488,10.5543,2.01242,10.7444
110.437,5.5016,7.58043,-4.43016,1.45689,4.66356
110.437,15.1781,8.09189,5.45654,-2.59523,6.04227
110.437,17.8568,18.8611,0.121673,2.56658,2.56946
110.437,9.77717,3.51599,-3.7399,-8.12722,8.94643
110.437,1.30434,6.02058,-14.1704,-8.32967,16.4372
110.437,1.75319,8.14633,-7.84302,4.43558,9.0104
110.437,3.83097,18.3606,-1.38047,12.3933,12.47
110.437,14.5424,11.6951,-1.94631,3.6258,4.11516
110.437,18.6676,12.4023,-3.65655,-4.56737,5.85075
110.437,1.2309,18.1209,-5.52535,-12.2285,13.4189
110.737,12.1546,6.55315,-0.763887,-4.47855,4.54323
110.737,16.8748,11.0794,-8.23853,-10.787,13.5732
110.737,11.6314,11.1882,1.6673,-9.23551,9.38481
110.737,2.07914,12.3645,-8.60532,3.77972,9.39882
110.737,10.4479,16.0506,-3.13954,-8.12444,8.70995
110.737,4.63845,3.23314,-3.3313,-2.51064,4.17143
110.737,9.49772,1.49438,0.679095,-9.08603,9.11137
110.737,6.97233,2.50016,12.4786,-6.66825,14.1486
110.737,14.5918,2.80111,16.7883,-6.61197,18.0434
110.737,11.9157,14.4343,8.50428,2.55596,8.88008
110.737,18.4062,4.53841,-8.96227,-1.09667,9.02911
110.737,4.64095,15.4956,-7.95563,10.7252,13.3537
110.737,5.38994,9.75197,-7.67267,-0.0806221,7.6731
110.737,13.0506,1.13195,1.93616,3.18122,3.7241
110.737,6.9556,16.4116,10.5543,2.01242,10.7444
110.737,5.80374,7.48106,-4.43016,1.45689,4.66356
110.737,14.806,8.26889,5.45654,-2.59523,6.04227
110.737,17.8485,18.686,0.121673,2.56658,2.56946
110.737,10.0322,4.07029,-3.7399,-8.12722,8.94643
110.737,2.05822,5.55681,-10.91,7.50337,13.2411
110.737,2.50067,8.87569,-11.1034,-11.3975,15.9119
110.737,3.81247,17.9603,2.50349,-2.91531,3.84272
110.737,14.376,11.5788,6.73304,-0.163366,6.73502
110.737,18.9119,12.7138,-1.45936,-4.5674,4.79488
110.737,1.60775,18.9457,-5.52511,-6.49791,8.52934
111.037,12.2067,6.8586,-0.763887,-4.47855,4.54323
111.037,17.126,11.5459,1.6307,-2.23086,2.76332
111.037,11.5177,11.8181,1.6673,-9.23546,9.38475
111.037,2.66605,12.1067,-8.60532,3.77972,9.39882
111.037,10.4675,16.8249,-0.205599,-11.4474,11.4493
111.037,4.22948,3.52201,-6.54899,11.7504,13.4521
111.037,9.4514,2.11407,0.679095,-9.08603,9.11137
111.037,6.88139,2.71043,-3.06051,-1.66895,3.48599
111.037,13.5501,3.42125,14.2758,-10.7367,17.8627
111.037,11.5301,14.0398,5.57034,5.87887,8.09875
111.037,18.9086,4.6132,8.52936,-1.0962,8.59951
111.037,4.79237,14.5192,1.40147,16.5973,16.6563
111.037,5.91324,9.75747,-7.67267,-0.0806221,7.6731
111.037,12.8152,1.12059,4.44855,-0.754321,4.51205
111.037,6.62694,16.5193,1.1972,-3.85969,4.0411
111.037,6.10589,7.3817,-4.43016,1.45689,4.66356
111.037,14.4338,8.44589,5.45654,-2.59523,6.04227
111.037,17.8402,18.511,0.121673,2.56658,2.56946
111.037,10.2873,4.62459,-3.7399,-8.12722,8.94643
111.037,2.67835,5.17194,7.84688,-11.7569,14.135
111.037,3.25796,9.65302,-11.1034,-11.3975,15.9119
111.037,4.18748,17.966,-9.39029,1.28688,9.47806
111.037,13.9168,11.59,6.73304,-0.163366,6.73502
111.037,18.8939,13.2945,6.19217,-13.1238,14.5113
111.037,1.43877,18.3726,6.36945,8.02681,10.2469
111.337,12.2588,7.16405,-0.763887,-4.47855,4.54323
111.337,17.0147,11.698,1.6307,-2.23086,2.76332
111.337,11.2688,11.507,6.89564,5.71507,8.95611
111.337,2.90736,12.247,11.7243,3.12484,12.1336
111.337,10.4816,17.6056,-0.205599,-11.4474,11.4493
111.337,4.67614,2.72061,-6.54899,11.7504,13.4521
111.337,9.40509,2.73376,0.679095,-9.08603,9.11137
111.337,7.09013,2.82426,-3.06051,-1.66895,3.48599
111.337,12.5765,4.15352,14.2758,-10.7367,17.8627
111.337,11.1462,14.5837,5.63656,-9.21811,10.8048
111.337,18.2976,4.68796,8.96232,-1.09619,9.02911
111.337,4.87046,13.5211,-14.7191,4.24543,15.3191
111.337,6.43653,9.76296,-7.67267,-0.0806221,7.6731
111.337,12.5118,1.17203,4.44855,-0.754321,4.51205
111.337,6.64309,16.721,-8.70699,2.37274,9.02449
111.337,6.40804,7.28233,-4.43016,1.45689,4.66356
111.337,14.0617,8.62289,5.45654,-2.59523,6.04227
111.337,17.8319,18.3359,0.121673,2.56658,2.56946
111.337,10.5424,5.17889,-3.7399,-8.12722,8.94643
111.337,2.14317,5.97379,7.84688,-11.7569,14.135
111.337,4.18716,9.89838,-15.3125,1.60926,15.3968
111.337,4.73011,17.9397,0.513891,-4.94555,4.97218
111.337,13.5967,11.5972,1.43849,-0.0169235,1.43859
111.337,18.4702,14.1896,6.21239,-13.1238,14.5199
111.337,1.10468,17.8251,-6.33536,8.02631,10.2254
