t,x,y,vx,vy,V
78.3261,15.3998,9.67609,10.4155,-2.71389,10.7633
78.3261,15.6425,18.5487,-9.89919,11.1648,14.9213
78.3261,1.77494,3.71135,-9.10137,-12.7579,15.6716
78.3261,9.90137,1.13849,9.21454,-14.3507,17.0544
78.3261,2.44217,16.205,6.34412,-1.73929,6.57822
78.3261,9.15543,7.22691,12.2396,2.08814,12.4165
78.3261,18.6586,16.5689,3.44833,-7.04002,7.83919
78.3261,15.5593,7.2725,5.75352,-5.69679,8.09669
78.3261,3.74028,18.5796,2.08059,-1.266,2.43548
78.3261,5.46183,12.3761,-5.09184,-7.7467,9.27029
78.3261,16.8529,15.2726,2.78582,-0.468913,2.82501
78.3261,18.4581,3.17771,8.30348,-5.05938,9.72343
78.3261,16.623,5.06686,-12.0144,4.20642,12.7295
78.3261,14.7386,1.56437,0.419762,-6.30081,6.31478
78.6262,8.98567,12.6201,-0.931062,-1.05147,1.40445
78.6262,18.3878,18.8012,6.8518,0.297963,6.85827
78.6262,6.9974,16.875,8.54565,8.76051,12.2382
78.6262,8.86761,10.1276,-1.41973,0.815871,1.63747
78.6262,11.9363,6.79766,1.73698,-12.9614,13.0772
78.6262,4.68959,14.7805,-8.13042,-9.87857,12.7941
78.6262,11.1807,4.13127,0.00965253,-7.28768,7.28769
78.6262,5.30638,1.21113,-1.90081,-10.7541,10.9208
78.6262,18.463,13.7335,3.70234,-0.0613744,3.70285
78.6262,12.1099,18.5032,-0.45832,0.900507,1.01043
78.6262,12.5387,2.27297,-11.6192,3.35812,12.0947
78.6262,14.6895,9.86119,10.4155,-2.71389,10.7633
78.6262,16.3177,17.7872,-9.89919,11.1648,14.9213
78.6262,2.39568,4.58147,-9.10137,-12.7579,15.6716
78.6262,9.27291,2.11725,9.21454,-14.3507,17.0544
78.6262,2.00949,16.3236,6.34412,-1.73929,6.57822
78.6262,8.32066,7.0845,12.2396,2.08814,12.4165
78.6262,18.452,16.5242,0.354593,5.6604,5.67149
78.6262,15.1669,7.66104,5.75352,-5.69679,8.09669
78.6262,3.59838,18.666,2.08059,-1.266,2.43548
78.6262,5.97096,12.6739,-8.82096,-2.43153,9.14995
78.6262,16.6014,15.2584,6.58542,2.37204,6.9996
78.6262,18.4239,2.8565,-4.11847,10.5073,11.2856
78.6262,16.9102,5.44625,0.407521,-11.3602,11.3675
78.6262,14.7107,1.99401,-0.583677,-6.16937,6.19692
78.9263,9.04917,12.6918,-0.931062,-1.05147,1.40445
78.9263,18.2912,18.8396,-0.0639723,4.14481,4.1453
78.9263,6.93167,16.7012,-10.5738,-6.89452,12.623
78.9263,8.96444,10.072,-1.41973,0.815871,1.63747
78.9263,11.8179,7.68166,1.73698,-12.9614,13.0772
78.9263,4.727,15.0306,10.989,5.77645,12.4147
78.9263,11.1801,4.62831,0.00965253,-7.28768,7.28769
78.9263,5.43602,1.94459,-1.90081,-10.7541,10.9208
78.9263,18.2105,13.7377,3.70234,-0.0613744,3.70285
78.9263,12.1411,18.4418,-0.45832,0.900507,1.01043
78.9263,12.4927,2.14032,1.3665,1.86833,2.31473
78.9263,13.9601,10.1147,10.8508,-4.27921,11.6641
78.9263,16.4362,17.2642,2.07804,1.93401,2.83878
78.9263,3.01642,5.4516,-9.10137,-12.7579,15.6716
78.9263,8.64446,3.096,9.21454,-14.3507,17.0544
78.9263,1.5768,16.4422,6.34412,-1.73929,6.57822
78.9263,7.48588,6.94208,12.2396,2.08814,12.4165
78.9263,18.6351,16.0286,-5.333,8.66406,10.1738
78.9263,14.7935,7.98114,5.3182,-4.13148,6.73442
78.9263,3.45648,18.7523,2.08059,-1.266,2.43548
78.9263,6.57258,12.8397,-8.82096,-2.43153,9.14995
78.9263,16.1309,14.73,7.21121,13.0419,14.9028
78.9263,18.7048,2.13987,-4.11847,10.5073,11.2856
78.9263,16.8824,6.22105,0.407521,-11.3602,11.3675
78.9263,15.589,2.31839,-13.5694,-4.67957,14.3536
79.2264,9.3314,12.743,-8.62397,-0.330288,8.63029
79.2264,18.2955,18.5569,-0.0639723,4.14481,4.1453
79.2264,7.65283,17.1714,-10.5738,-6.89452,12.623
79.2264,9.06127,10.0163,-1.41973,0.815871,1.63747
79.2264,11.6994,8.56566,1.73698,-12.9614,13.0772
79.2264,3.97752,14.6366,10.989,5.77645,12.4147
79.2264,11.1794,5.12535,0.00965253,-7.28768,7.28769
79.2264,5.56566,2.67805,-1.90081,-10.7541,10.9208
79.2264,17.8833,13.4951,5.36499,5.41771,7.62461
79.2264,12.1724,18.3803,-0.45832,0.900507,1.01043
79.2264,12.3995,2.0129,1.3665,1.86833,2.31473
79.2264,13.2201,10.4066,10.8508,-4.27921,11.6641
79.2264,16.2945,17.1323,2.07804,1.93401,2.83878
79.2264,3.63716,6.32172,-9.10137,-12.7579,15.6716
79.2264,8.016,4.07476,9.21454,-14.3507,17.0544
79.2264,1.14411,16.5608,6.34412,-1.73929,6.57822
79.2264,6.6511,6.79966,12.2396,2.08814,12.4165
79.2264,18.8262,15.6845,6.99583,3.18457,7.68655
79.2264,14.4308,8.26292,5.3182,-4.13148,6.73442
79.2264,3.31458,18.8387,2.08059,-1.266,2.43548
79.2264,6.95546,13.026,-1.12805,-3.15272,3.34845
79.2264,15.6391,13.8405,7.21121,13.0419,14.9028
79.2264,18.8721,1.42324,4.11759,10.5076,11.2856
79.2264,16.8546,6.99585,0.407521,-11.3602,11.3675
79.2264,16.5145,2.63755,-13.5694,-4.67957,14.3536
79.5265,9.91958,12.7656,-8.62397,-0.330288,8.63029
79.5265,18.2999,18.2742,-0.0639723,4.14481,4.1453
79.5265,8.37399,17.6416,-10.5738,-6.89452,12.623
79.5265,9.1581,9.96069,-1.41973,0.815871,1.63747
79.5265,11.1972,8.9724,9.55438,-3.23699,10.0878
79.5265,3.22804,14.2427,10.989,5.77645,12.4147
79.5265,11.1788,5.62239,0.00965253,-7.28768,7.28769
79.5265,5.6953,3.41151,-1.90081,-10.7541,10.9208
79.5265,17.5174,13.1256,5.36499,5.41771,7.62461
79.5265,12.2036,18.3189,-0.45832,0.900507,1.01043
79.5265,12.3063,1.88547,1.3665,1.86833,2.31473
79.5265,12.8637,11.1757,3.03344,-14.0036,14.3284
79.5265,16.1528,17.0004,2.07804,1.93401,2.83878
79.5265,3.73758,7.2285,11.0723,-14.2034,18.0092
79.5265,7.50776,4.88121,-4.77392,5.73451,7.46156
79.5265,1.39804,16.6795,-6.34401,-1.73971,6.57822
79.5265,6.21643,6.7929,6.0544,-16.5516,17.6242
79.5265,18.349,15.4673,6.99583,3.18457,7.68655
79.5265,14.0681,8.54469,5.3182,-4.13148,6.73442
79.5265,3.17268,18.884,2.08067,1.26586,2.43548
79.5265,7.0324,13.241,-1.12805,-3.15272,3.34845
79.5265,15.1473,12.9511,7.21121,13.0419,14.9028
79.5265,18.6901,1.22338,-5.60073,1.6759,5.84609
79.5265,16.8268,7.77065,0.407521,-11.3602,11.3675
79.5265,17.3411,3.08009,-3.85197,-16.8635,17.2978
79.8266,10.4594,12.8064,10.081,-7.37591,12.4912
79.8266,18.3043,17.9915,-0.0639723,4.14481,4.1453
79.8266,9.09515,18.1119,-10.5738,-6.89452,12.623
79.8266,8.64393,10.205,9.02599,-4.31311,10.0036
79.8266,11.1566,8.8932,-0.891344,1.89199,2.09144
79.8266,2.47856,13.8487,10.989,5.77645,12.4147
79.8266,11.1781,6.11943,0.00965253,-7.28768,7.28769
79.8266,5.58509,4.00174,3.22968,-7.69691,8.34705
79.8266,17.1515,12.7561,5.36499,5.41771,7.62461
79.8266,12.2349,18.2575,-0.45832,0.900507,1.01043
79.8266,12.2131,1.75805,1.3665,1.86833,2.31473
79.8266,12.4761,12.0538,-5.30662,-4.33177,6.85015
79.8266,16.0111,16.8685,2.07804,1.93401,2.83878
79.8266,2.98242,8.19721,11.0723,-14.2034,18.0092
79.8266,8.0732,4.63333,-9.90441,2.67732,10.2599
79.8266,1.83072,16.7981,-6.34401,-1.73971,6.57822
79.8266,5.8035,7.92177,6.0544,-16.5516,17.6242
79.8266,17.8719,15.2501,6.99583,3.18457,7.68655
79.8266,13.7053,8.82647,5.3182,-4.13148,6.73442
79.8266,3.03077,18.7976,2.08067,1.26586,2.43548
79.8266,7.10933,13.456,-1.12805,-3.15272,3.34845
79.8266,14.8846,12.1202,-3.15373,10.4157,10.8827
79.8266,18.8079,1.10907,5.60058,1.67021,5.84432
79.8266,16.799,8.54545,0.407521,-11.3602,11.3675
79.8266,17.6038,4.23023,-3.85197,-16.8635,17.2978
80.1267,9.48731,13.4152,14.3109,-8.94912,16.8787
80.1267,18.3086,17.7088,-0.0639723,4.14481,4.1453
80.1267,9.81631,18.5821,-10.5738,-6.89452,12.623
80.1267,8.02834,10.4992,9.02599,-4.31311,10.0036
80.1267,11.1848,8.78104,4.45587,-4.81596,6.56112
80.1267,1.72908,13.4547,10.989,5.77645,12.4147
80.1267,11.1772,6.59509,0.0733761,0.184228,0.198303
80.1267,5.36482,4.52669,3.22968,-7.69691,8.34705
80.1267,17.0275,12.4776,-0.45046,3.22651,3.25781
80.1267,12.2662,18.1961,-0.45832,0.900507,1.01043
80.1267,12.1199,1.63062,1.3665,1.86833,2.31473
80.1267,12.8482,12.2996,-0.879008,-4.54398,4.62822
80.1267,15.8693,16.7366,2.07804,1.93401,2.83878
80.1267,2.22725,9.16592,11.0723,-14.2034,18.0092
80.1267,8.7487,4.45073,-9.90441,2.67732,10.2599
80.1267,2.1253,16.6526,-3.30607,4.0785,5.25017
80.1267,5.39057,9.05063,6.0544,-16.5516,17.6242
80.1267,17.3948,15.0329,6.99583,3.18457,7.68655
80.1267,13.3754,9.11276,-0.092735,-4.89544,4.89631
80.1267,3.02696,18.8888,-0.956944,4.55242,4.65191
80.1267,7.18627,13.6711,-1.12805,-3.15272,3.34845
80.1267,15.1321,11.2627,-5.99578,14.3924,15.5913
80.1267,18.426,1.18833,5.60043,-1.67689,5.84609
80.1267,16.7712,9.32025,0.407521,-11.3602,11.3675
80.1267,17.8665,5.38036,-3.85197,-16.8635,17.2978
80.4268,9.41028,13.9451,-1.51952,-7.53496,7.68665
80.4268,18.313,17.4262,-0.0639723,4.14481,4.1453
80.4268,10.3321,18.8086,-3.77398,9.13997,9.88848
80.4268,7.41274,10.7933,9.02599,-4.31311,10.0036
80.4268,10.8772,9.26871,4.51167,-7.19598,8.49337
80.4268,1.07064,13.0608,-8.62708,5.77615,10.3822
80.4268,11.1721,6.42272,0.0754049,2.57299,2.5741
80.4268,5.14455,5.05164,3.22968,-7.69691,8.34705
80.4268,17.0582,12.2576,-0.45046,3.22651,3.25781
80.4268,12.5028,18.0671,-7.25813,3.14604,7.91063
80.4268,12.0267,1.5032,1.3665,1.86833,2.31473
80.4268,12.9082,12.6095,-0.879008,-4.54398,4.62822
80.4268,15.6902,16.6534,3.29321,0.347891,3.31154
80.4268,1.47209,10.1346,11.0723,-14.2034,18.0092
80.4268,9.42421,4.26813,-9.90441,2.67732,10.2599
80.4268,2.35078,16.3744,-3.30607,4.0785,5.25017
80.4268,4.97765,10.1795,6.0544,-16.5516,17.6242
80.4268,16.955,14.767,5.78065,4.77069,7.49503
80.4268,13.3434,9.39929,6.19744,2.34449,6.62608
80.4268,3.09223,18.5783,-0.956944,4.55242,4.65191
80.4268,6.36419,13.9665,14.7024,-4.56688,15.3953
80.4268,14.7839,11.0974,3.85319,-8.41047,9.25111
80.4268,18.044,1.30269,5.60043,-1.67689,5.84609
80.4268,17.5427,9.32667,-15.7895,4.19391,16.3369
80.4268,18.1292,6.5305,-3.85197,-16.8635,17.2978
80.7269,9.51392,14.459,-1.51952,-7.53496,7.68665
80.7269,18.3174,17.1435,-0.0639723,4.14481,4.1453
80.7269,10.5895,18.1852,-3.77398,9.13997,9.88848
80.7269,6.79714,11.0875,9.02599,-4.31311,10.0036
80.7269,10.5695,9.7595,4.51167,-7.19598,8.49337
80.7269,1.92047,13.1173,-15.0839,-12.0549,19.3092
80.7269,11.1669,6.24723,0.0754049,2.57299,2.5741
80.7269,4.92428,5.57659,3.22968,-7.69691,8.34705
80.7269,17.0889,12.0375,-0.45046,3.22651,3.25781
80.7269,12.9978,17.8525,-7.25813,3.14604,7.91063
80.7269,11.9335,1.37577,1.3665,1.86833,2.31473
80.7269,12.8214,13.0375,3.88105,-8.37586,9.23134
80.7269,15.4656,16.6297,3.29321,0.347891,3.31154
80.7269,1.28579,10.6529,-9.61527,3.62756,10.2768
80.7269,10.0997,4.08553,-9.90441,2.67732,10.2599
80.7269,2.57626,16.0962,-3.30607,4.0785,5.25017
80.7269,4.56472,11.3084,6.0544,-16.5516,17.6242
80.7269,16.5608,14.4416,5.78065,4.77069,7.49503
80.7269,12.9208,9.23939,6.19744,2.34449,6.62608
80.7269,3.15749,18.2678,-0.956944,4.55242,4.65191
80.7269,5.36144,14.278,14.7024,-4.56688,15.3953
80.7269,14.6678,11.5529,-0.906864,-4.57858,4.66753
80.7269,17.662,1.41706,5.60043,-1.67689,5.84609
80.7269,18.5491,9.8103,-13.7888,-17.7687,22.4912
80.7269,18.4625,6.91097,-5.85266,5.09911,7.76237
81.027,9.61755,14.9729,-1.51952,-7.53496,7.68665
81.027,18.3217,16.8608,-0.0639723,4.14481,4.1453
81.027,10.8469,17.5618,-3.77398,9.13997,9.88848
81.027,6.20486,11.3707,1.30136,-0.594527,1.43074
81.027,10.2617,10.2503,4.51167,-7.19598,8.49337
81.027,2.37304,13.6609,21.731,1.02261,21.755
81.027,11.1627,6.0764,-0.174003,1.29426,1.3059
81.027,4.704,6.10154,3.22968,-7.69691,8.34705
81.027,16.8467,12.0908,-4.12436,0.890687,4.21944
81.027,13.3812,17.7013,1.92085,-2.06805,2.8225
81.027,11.8403,1.24835,1.3665,1.86833,2.31473
81.027,12.5567,13.6088,3.88105,-8.37586,9.23134
81.027,15.3527,16.5426,-5.88577,5.56198,8.09802
81.027,1.94158,10.4054,-9.61527,3.62756,10.2768
81.027,10.7743,3.89828,-9.65501,3.95605,10.4341
81.027,2.77887,15.8805,-1.34158,3.45545,3.70674
81.027,4.24752,12.3413,3.31979,-10.9581,11.45
81.027,16.1513,14.1646,10.1702,-9.03301,13.6025
81.027,12.4981,9.07949,6.19744,2.34449,6.62608
81.027,3.25316,18.0962,-3.36419,-6.58133,7.39133
81.027,4.80832,14.7736,-11.2105,-15.1997,18.8866
81.027,14.6017,11.8525,17.6105,-2.69854,17.8161
81.027,17.2801,1.53143,5.60043,-1.67689,5.84609
81.027,18.9121,10.7133,-4.24799,-3.50923,5.51
81.027,18.8617,6.5632,-5.85266,5.09911,7.76237
81.3271,9.62413,15.3661,5.74101,1.45781,5.92321
81.3271,18.3261,16.5781,-0.0639723,4.14481,4.1453
81.3271,11.2008,17.059,-10.2417,0.448196,10.2515
81.3271,6.24845,11.3449,-0.67288,0.395366,0.780437
81.3271,9.95404,10.7411,4.51167,-7.19598,8.49337
81.3271,1.03617,13.5912,-15.9993,1.02193,16.0319
81.3271,11.1796,6.01733,-0.248894,0.854848,0.890344
81.3271,4.48373,6.62649,3.22968,-7.69691,8.34705
81.3271,16.8359,12.1606,0.464363,2.44644,2.49012
81.3271,13.2508,17.8425,1.12804,-2.36905,2.6239
81.3271,11.7471,1.12092,1.3665,1.86833,2.31473
81.3271,12.292,14.18,3.88105,-8.37586,9.23134
81.3271,15.5511,17.0504,-1.68613,-12.8322,12.9425
81.3271,2.59737,10.158,-9.61527,3.62756,10.2768
81.3271,11.4278,3.59926,-9.58011,4.39546,10.5403
81.3271,2.87037,15.6449,-1.34158,3.45545,3.70674
81.3271,3.88874,13.155,5.29403,-11.948,13.0684
81.3271,15.6239,13.9833,10.726,1.54408,10.8366
81.3271,12.0754,8.91959,6.19744,2.34449,6.62608
81.3271,3.48261,18.5451,-3.36419,-6.58133,7.39133
81.3271,5.57291,15.8102,-11.2105,-15.1997,18.8866
81.3271,13.4006,12.0365,17.6105,-2.69854,17.8161
81.3271,16.8981,1.6458,5.60043,-1.67689,5.84609
81.3271,18.914,10.7322,-1.07156,2.75202,2.95328
81.3271,18.6225,6.21541,5.85248,5.09931,7.76237
81.6272,9.23258,15.2667,5.74101,1.45781,5.92321
81.6272,18.3305,16.2954,-0.0639723,4.14481,4.1453
81.6272,11.275,16.7865,0.659876,0.918361,1.13085
81.6272,6.29435,11.318,-0.67288,0.395366,0.780437
81.6272,9.64633,11.2319,4.51167,-7.19598,8.49337
81.6272,1.43284,13.5558,5.56841,0.169308,5.57098
81.6272,11.1966,5.95903,-0.248894,0.854848,0.890344
81.6272,4.26346,7.15144,3.22968,-7.69691,8.34705
81.6272,16.8695,11.8965,-0.508237,3.89627,3.92928
81.6272,13.5272,18.3207,-0.500678,-8.28665,8.30176
81.6272,11.6485,1.15085,2.06274,2.56827,3.29407
81.6272,12.0289,14.747,2.64234,-5.02371,5.67624
81.6272,15.9354,17.8553,-9.72029,-10.7369,14.4832
81.6272,3.25316,9.91062,-9.61527,3.62756,10.2768
81.6272,12.0866,3.33501,-10.2764,-0.0411594,10.2765
81.6272,2.88848,15.5666,0.773236,-1.06324,1.31467
81.6272,4.68024,13.7783,-24.1202,-6.57682,25.0008
81.6272,14.8271,13.9752,11.6986,0.0942495,11.699
81.6272,11.6527,8.75969,6.19744,2.34449,6.62608
81.6272,3.71206,18.8999,-3.36378,6.44785,7.27254
81.6272,6.3375,16.8469,-11.2105,-15.1997,18.8866
81.6272,12.1996,12.2206,17.6105,-2.69854,17.8161
81.6272,16.5161,1.76017,5.60043,-1.67689,5.84609
81.6272,18.6668,10.5445,3.89982,2.752,4.77306
81.6272,18.2234,5.86763,5.85248,5.09931,7.76237
81.9273,8.84103,15.1673,5.74101,1.45781,5.92321
81.9273,18.3348,16.0127,-0.0639723,4.14481,4.1453
81.9273,11.006,17.3293,4.07197,-8.30526,9.24977
81.9273,6.34024,11.291,-0.67288,0.395366,0.780437
81.9273,9.01522,11.5934,17.3563,-2.06248,17.4784
81.9273,1.0776,13.5442,-1.46096,0.169183,1.47072
81.9273,11.2135,5.90073,-0.248894,0.854848,0.890344
81.9273,4.06535,7.51792,1.45898,5.15351,5.35606
81.9273,16.723,11.7701,2.81403,1.34055,3.11702
81.9273,13.5614,18.8858,-0.500678,-8.28665,8.30176
81.9273,11.5078,1.19193,2.0627,-2.5683,3.29407
81.9273,11.9775,14.5905,8.84342,-8.94908,12.5814
81.9273,16.5984,18.5876,-9.72029,-10.7369,14.4832
81.9273,3.88678,9.82169,-7.84456,-9.22287,12.1078
81.9273,12.7875,3.33782,-10.2764,-0.0411594,10.2765
81.9273,2.83575,15.6391,0.773236,-1.06324,1.31467
81.9273,6.32531,14.2268,-24.1202,-6.57682,25.0008
81.9273,14.1488,13.9365,-1.11788,3.56067,3.73202
81.9273,11.23,8.59979,6.19744,2.34449,6.62608
81.9273,3.94147,18.4511,-3.36378,6.58154,7.39133
81.9273,7.10208,17.8835,-11.2105,-15.1997,18.8866
81.9273,11.2974,12.4598,7.96921,1.85052,8.18124
81.9273,16.1342,1.87454,5.60043,-1.67689,5.84609
81.9273,18.582,10.2175,0.577554,5.30772,5.33905
81.9273,17.8242,5.51984,5.85248,5.09931,7.76237
82.2274,9.36465,15.7156,7.41117,-16.1124,17.7351
82.2274,18.3392,15.73,-0.0639723,4.14481,4.1453
82.2274,10.7283,17.8957,4.07197,-8.30526,9.24977
82.2274,6.27224,11.4116,-7.83232,-9.10945,12.0136
82.2274,8.44231,11.8453,0.276693,-5.17845,5.18584
82.2274,1.4475,13.5327,-5.56842,0.169111,5.57098
82.2274,11.2305,5.84242,-0.248894,0.854848,0.890344
82.2274,3.96584,7.16643,1.45898,5.15351,5.35606
82.2274,16.531,11.6787,2.81403,1.34055,3.11702
82.2274,13.5955,18.4662,-0.500973,8.28663,8.30176
82.2274,11.3671,1.3671,2.0627,-2.5683,3.29407
82.2274,11.8306,15.11,-21.2592,-2.93023,21.4602
82.2274,17.2613,18.6296,-9.72103,10.7362,14.4832
82.2274,3.92485,10.192,16.3945,3.39793,16.7429
82.2274,13.4884,3.34063,-10.2764,-0.0411594,10.2765
82.2274,2.78301,15.7116,0.773236,-1.06324,1.31467
82.2274,6.59902,14.1184,4.31227,4.97451,6.58342
82.2274,14.225,13.6937,-1.11788,3.56067,3.73202
82.2274,10.8073,8.43989,6.19744,2.34449,6.62608
82.2274,4.17089,18.0022,-3.36378,6.58154,7.39133
82.2274,7.86667,18.9197,-11.2105,-14.4066,18.2545
82.2274,10.7538,12.3336,7.96921,1.85052,8.18124
82.2274,15.7522,1.9889,5.60043,-1.67689,5.84609
82.2274,18.5426,9.85549,0.577554,5.30772,5.33905
82.2274,17.4251,5.17205,5.85248,5.09931,7.76237
82.5275,9.11337,16.0618,-3.70335,16.8429,17.2453
82.5275,18.3435,15.4473,-0.0639723,4.14481,4.1453
82.5275,10.6095,18.4511,-3.34881,-7.78875,8.47816
82.5275,5.88444,11.6563,10.6641,4.12036,11.4324
82.5275,8.41518,12.2101,0.425949,-5.36718,5.38405
82.5275,1.82728,13.5211,-5.56842,0.169111,5.57098
82.5275,11.2475,5.78412,-0.248894,0.854848,0.890344
82.5275,3.86634,6.81495,1.45898,5.15351,5.35606
82.5275,16.3391,11.5872,2.81403,1.34055,3.11702
82.5275,13.6297,17.901,-0.500973,8.28663,8.30176
82.5275,11.2265,1.54226,2.0627,-2.5683,3.29407
82.5275,13.2392,15.3683,-17.6705,-8.04752,19.4167
82.5275,17.9243,17.8974,-9.72103,10.7362,14.4832
82.5275,2.8067,9.96021,16.3945,3.39793,16.7429
82.5275,13.8278,3.61692,0.598921,-8.27939,8.30103
82.5275,2.73027,15.7842,0.773236,-1.06324,1.31467
82.5275,6.33307,13.9898,2.95558,-5.11436,5.90695
82.5275,14.3426,13.3925,-4.70658,8.67795,9.87212
82.5275,10.3847,8.27999,6.19744,2.34449,6.62608
82.5275,4.40031,17.5533,-3.36378,6.58154,7.39133
82.5275,8.21815,18.8111,7.32509,-18.2719,19.6855
82.5275,11.1124,12.3616,-9.31976,-1.10169,9.38465
82.5275,15.7317,1.82979,-5.27487,6.56135,8.41876
82.5275,18.5032,9.49349,0.577554,5.30772,5.33905
82.5275,17.0259,4.82426,5.85248,5.09931,7.76237
82.8276,9.36595,14.913,-3.70335,16.8429,17.2453
82.8276,18.3498,14.9852,-0.126046,10.8253,10.8261
82.8276,10.8379,18.9243,-3.34886,5.24648,6.22418
82.8276,5.15712,11.3753,10.6641,4.12036,11.4324
82.8276,8.38613,12.5762,0.425949,-5.36718,5.38405
82.8276,2.20706,13.5096,-5.56842,0.169111,5.57098
82.8276,11.2645,5.72582,-0.248894,0.854848,0.890344
82.8276,3.76683,6.46347,1.45898,5.15351,5.35606
82.8276,16.2839,11.3745,-5.03644,8.30619,9.71383
82.8276,13.6545,18.0384,-0.273635,-7.80169,7.80649
82.8276,11.0858,1.71743,2.0627,-2.5683,3.29407
82.8276,14.4537,15.2145,-17.8979,8.0408,19.6211
82.8276,18.5855,17.3447,-9.65896,4.05566,10.4759
82.8276,1.68855,9.72846,16.3945,3.39793,16.7429
82.8276,13.7869,4.1816,0.598921,-8.27939,8.30103
82.8276,2.67754,15.8567,0.773236,-1.06324,1.31467
82.8276,6.13149,14.3386,2.95558,-5.11436,5.90695
82.8276,14.5269,12.9219,3.14389,1.71231,3.57996
82.8276,9.96197,8.12009,6.19744,2.34449,6.62608
82.8276,4.62973,17.1044,-3.36378,6.58154,7.39133
82.8276,7.71853,17.9828,7.32543,18.2718,19.6855
82.8276,11.748,12.4367,-9.31976,-1.10169,9.38465
82.8276,16.0914,1.38229,-5.27487,6.56135,8.41876
82.8276,18.4639,9.13149,0.577554,5.30772,5.33905
82.8276,16.6268,4.47648,5.85248,5.09931,7.76237
83.1277,10.0122,14.4401,-12.3217,2.06934,12.4943
83.1277,18.3584,14.2468,-0.126046,10.8253,10.8261
83.1277,11.0663,18.3968,-3.34887,7.78873,8.47816
83.1277,4.4298,11.0943,10.6641,4.12036,11.4324
83.1277,7.96341,12.2664,9.04431,9.4064,13.0491
83.1277,2.58685,13.4981,-5.56842,0.169111,5.57098
83.1277,11.2814,5.66751,-0.248894,0.854848,0.890344
83.1277,3.66733,6.11198,1.45898,5.15351,5.35606
83.1277,16.6274,10.808,-5.03644,8.30619,9.71383
83.1277,13.6732,18.5705,-0.273635,-7.80169,7.80649
83.1277,10.9451,1.89259,2.0627,-2.5683,3.29407
83.1277,15.6972,14.8202,-18.3633,4.91715,19.0103
83.1277,18.6913,17.0681,9.65925,4.05496,10.4759
83.1277,1.41131,9.49671,-16.3945,3.39799,16.7429
83.1277,13.7461,4.74628,0.598921,-8.27939,8.30103
83.1277,2.6248,15.9292,0.773236,-1.06324,1.31467
83.1277,5.92991,14.6874,2.95558,-5.11436,5.90695
83.1277,14.5228,12.6776,-9.82131,3.30858,10.3636
83.1277,9.53929,7.96019,6.19744,2.34449,6.62608
83.1277,4.85915,16.6555,-3.36378,6.58154,7.39133
83.1277,7.21892,16.7366,7.32543,18.2718,19.6855
83.1277,12.1507,12.4853,4.11091,0.425689,4.13289
83.1277,16.4512,1.17163,-5.27529,-6.56101,8.41876
83.1277,18.4245,8.76949,0.577554,5.30772,5.33905
83.1277,16.2276,4.12869,5.85248,5.09931,7.76237
83.4278,10.8226,14.3482,-7.23188,-6.39421,9.65329
83.4278,18.7946,13.3385,-13.8315,16.2878,21.3682
83.4278,11.2947,17.8656,-3.34887,7.78873,8.47816
83.4278,3.82996,10.9498,-2.19488,-9.75832,10.0021
83.4278,7.34657,11.6249,9.04431,9.4064,13.0491
83.4278,2.96663,13.4865,-5.56842,0.169111,5.57098
83.4278,11.2984,5.60921,-0.248894,0.854848,0.890344
83.4278,3.56782,5.7605,1.45898,5.15351,5.35606
83.4278,16.9709,10.2415,-5.03644,8.30619,9.71383
83.4278,13.6918,18.808,-0.273923,7.80168,7.80649
83.4278,10.8044,2.06776,2.0627,-2.5683,3.29407
83.4278,16.5219,14.6549,-4.65788,-0.54525,4.68969
83.4278,18.0325,16.7915,9.65925,4.05496,10.4759
83.4278,2.40198,9.12841,-3.53551,17.2767,17.6347
83.4278,13.7052,5.31095,0.598921,-8.27939,8.30103
83.4278,2.57206,16.0017,0.773236,-1.06324,1.31467
83.4278,5.66148,13.6312,5.20743,19.6742,20.3517
83.4278,15.1926,12.452,-9.82131,3.30858,10.3636
83.4278,9.11661,7.80029,6.19744,2.34449,6.62608
83.4278,4.70115,16.9186,2.98389,-5.08251,5.89368
83.4278,7.17357,16.1836,-1.27409,5.1473,5.30265
83.4278,11.9003,12.407,-0.97893,8.88924,8.94298
83.4278,16.811,1.61911,-5.27529,-6.56101,8.41876
83.4278,18.3851,8.40749,0.577554,5.30772,5.33905
83.4278,15.8284,3.7809,5.85248,5.09931,7.76237
83.7279,11.3158,14.7844,-7.2313,-6.39526,9.65355
83.7279,18.2498,12.2276,13.832,16.2873,21.3682
83.7279,11.5231,17.3344,-3.34887,7.78873,8.47816
83.7279,3.49722,11.1561,16.404,7.91371,18.2131
83.7279,6.8802,10.8188,2.58,16.4995,16.7
83.7279,3.34641,13.475,-5.56842,0.169111,5.57098
83.7279,11.3154,5.55091,-0.248894,0.854848,0.890344
83.7279,3.46831,5.40902,1.45898,5.15351,5.35606
83.7279,17.1622,9.88399,-1.66518,3.6751,4.03474
83.7279,13.7105,18.2759,-0.273923,7.80168,7.80649
83.7279,10.6637,2.24293,2.0627,-2.5683,3.29407
83.7279,16.7173,14.4359,-0.224228,8.76274,8.76561
83.7279,17.496,16.7711,5.2256,-5.25302,7.40953
83.7279,2.64311,7.95009,-3.53551,17.2767,17.6347
83.7279,13.6644,5.87563,0.598921,-8.27939,8.30103
83.7279,2.51933,16.0742,0.773236,-1.06324,1.31467
