0.39696	-0.01593
0.80944	-0.01609
0.99373	-0.01627
1.18551	-0.01620
1.38265	-0.01078
1.57412	-0.01053
1.78221	-0.01069
1.94877	-0.01099
2.13506	-0.01176
2.31378	-0.01622
2.49675	-0.01618
2.68769	-0.01136
2.87080	-0.01083
3.05926	-0.02135
3.21080	-0.01104
3.40275	-0.01620
3.57855	-0.02160
3.78199	-0.02167
3.96016	-0.01043
4.14897	-0.00966
4.33759	-0.00515
4.49476	-0.00608
4.67288	0.01062
4.82310	0.01395
5.00214	0.03040
5.18090	0.03431
5.33168	0.05415
5.48127	0.07328
5.64521	0.08367
5.81476	0.10418
5.98986	0.12443
6.16232	0.13422
6.31296	0.14902
6.49725	0.13851
6.65355	0.13372
6.79163	0.12419
6.97050	0.10826
7.15063	0.10430
7.28825	0.08918
