0.40209	-0.00810
0.41827	-0.00084
0.58391	-0.00555
0.76273	-0.00094
0.94389	-0.00560
1.13217	-0.00101
1.33222	-0.00573
1.53227	-0.00545
1.73187	-0.00550
1.91743	-0.00600
2.10843	-0.01053
2.26774	-0.01063
2.47368	-0.00121
2.63842	-0.01058
2.83847	-0.00588
3.00322	-0.00118
3.17973	-0.00561
3.37978	-0.00557
3.56807	-0.00532
3.74413	-0.00580
3.92109	-0.00527
4.07090	0.00462
4.26462	0.00604
4.46240	0.00979
4.61057	0.00938
4.77796	0.02481
4.92813	0.02933
5.09785	0.03944
5.28614	0.04946
5.45088	0.07455
5.60386	0.08434
5.76861	0.10924
5.95224	0.13413
6.10606	0.15403
6.29548	0.16452
6.43818	0.16418
6.59234	0.15977
6.77474	0.14923
6.90626	0.13403
7.05940	0.12379
7.26216	0.11406
7.44116	0.11275
7.56317	0.10824
