0.38271	-0.01013
0.89843	-0.00643
1.43326	-0.00908
1.96778	-0.00205
2.50264	-0.00578
3.07248	-0.01720
3.57245	-0.01544
4.10720	-0.01585
4.64145	-0.00028
5.17631	-0.00393
5.71095	-0.00050
6.26664	-0.00412
6.78041	0.00018
7.34576	0.00330
7.84453	-0.00052
8.41181	0.00595
8.92453	0.00856
9.48717	0.01963
9.96591	0.04266
10.48596	0.06281
10.92908	0.09009
11.43700	0.08718
11.94755	0.06437
12.51526	0.04707
13.02401	0.05524
13.61233	0.07846
14.09945	0.10334
14.45280	0.14788
14.73504	0.17939
15.04566	0.22018
15.25825	0.26797
15.76381	0.31141
16.21734	0.31748
16.44214	0.27387
16.71411	0.23909
16.95621	0.20029
17.24632	0.16675
17.78374	0.15939
18.24119	0.19288
18.60614	0.25175
18.90914	0.29837
19.14159	0.33751
19.28609	0.37901
19.50332	0.42637
19.63892	0.49275
19.87516	0.54447
20.00061	0.58289
20.15967	0.62961
20.34014	0.68371
20.65454	0.72925
21.00042	0.73351
21.11669	0.69116
21.33839	0.65486
21.47724	0.61134
21.66907	0.55548
21.78539	0.51161
21.92162	0.47479
22.12367	0.43705
22.34451	0.40207
22.75836	0.40128
23.10679	0.43836
23.35121	0.49706
23.24556	0.45681
23.52992	0.56773
23.75627	0.62216
23.63258	0.51507
23.86472	0.66539
23.93199	0.70595
24.06210	0.76295
24.17415	0.80579
24.27852	0.83543
24.35498	0.89301
24.41129	0.93930
24.51392	0.98919
24.62395	1.09461
24.62884	1.02685
24.81160	1.13822
24.92258	1.21394
25.02422	1.26559
25.10027	1.30321
25.19194	1.36779
25.35361	1.41525
25.49115	1.45697
25.86294	1.44944
25.96130	1.41425
26.08431	1.36862
26.20183	1.31907
26.35297	1.26025
26.42956	1.21487
26.54877	1.17938
26.59410	1.13772
26.68649	1.08662
26.80439	1.04854
