0.39331	-0.00196
0.66777	-0.00054
0.88807	-0.00522
1.06753	-0.00521
1.26993	-0.00516
1.44939	-0.00527
1.67565	-0.00582
1.87209	-0.00885
2.06991	-0.00375
2.21161	0.00097
2.37203	0.00348
2.56980	-0.00089
2.74412	-0.00072
2.93439	0.00034
3.11497	0.00327
3.32323	0.00103
3.51500	0.00349
3.69792	0.00237
3.82361	-0.00117
3.99710	-0.00509
4.16416	0.00331
4.33122	0.00923
4.50425	0.02542
4.67132	0.02985
4.84435	0.03465
5.02931	0.04976
5.19041	0.06471
5.35536	0.07848
5.52453	0.09413
5.69159	0.11865
5.85866	0.13930
6.01975	0.15950
6.22925	0.17406
6.40997	0.17270
6.54481	0.16756
6.68681	0.16365
6.84910	0.14399
6.98633	0.13394
7.17130	0.12400
7.34916	0.11393
7.48275	0.11358
